objectid,cdmid,title,contributor_description,curator_description,date,location,subject,collecting_area,contributed_by,photographer,digital_collection,publisher,original_format,rights_and_usage,credit_line,latitude,longitude,format
wfmp00257,356,Smoke billows over Point Dume,,,2018-11-09,Point Dume,fires; smoke; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","   Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
Allison_Treet_interview.mp3,363,Interview with Treet Allison,,"Oral history recording featuring Pepperdine student Treet Allison recounting his experience during and in the aftermath of the Woolsey Fire. Allison lost his apartment at Calamigos Ranch, an off-campus housing option offered by the university.",2019-04-21,Calamigos Ranch; Kanan Dume Road,sound recordings; fires; students; evacuations; Pepperdine University; wildfires,Malibu Historical Collection; University Archives;,"Allison, Treeton",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,audio/mp3
Phillips_Landon_Phillips_Jennifer_interview.mp3,364,Interview with Landon and Jennifer Phillips,,"Oral history recording featuring Landon and Jennifer Phillips. The Phillips lived in the Malibou Lake neighborhood, and after evacuating for the weekend returned to their home before evacuation orders were lifted and helped neighbors defend the area from spot fires.  Jennifer taught for the Communcations Department at Pepperdine and Landon also worked as a member of IT at Pepperdine.",2019-08-13,Malibou Lake,fires; evacuations; neighborhoods; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives;,"Phillips, Landon; Phillips, Jennifer",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,audio/mp3
wfmp00144,365,Evacuees in shuttle,Taken leaving the field house to go up to Payson Library.,Evacuees in masks moving from Firestone Fieldhouse to Payson Library during the shelter-in-place protocol.,2018-11-09,,evacuations; fires; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Skinner, Ryane","Skinner, Ryane",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00343,366,Kayton written account,,Written account of Pepperdine employee's experience losing her home in the Woolsey Fire.,2019-02-08,Malibu,fires; houses; evacuations; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection,"Kayton, Kimberlee",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00356,367,Rust written account,,Written account of a Pepperdine student's experience during the Woolsey Fire.,2019-04-27,Firestone Fieldhouse;,fires; evacuations; students; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Rust, Lindsey",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00353,368,Blake written account,,Written account from Malibu local who evaded multiple roadblocks to return to her handicapped mother's home during the Woolsey Fire.,2019-04-18,Malibu;,fires; evacuations; policemen; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection,"Blake, Cricket",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00344,369,Gillet written account,,Written account of a Pepperdine employee's experience evacuating his home and sheltering-in-place at Pepperdine during the Woolsey Fire.,2019-02-08,Payson Library;,fires; evacuations; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Gillett, Doug",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00352,370,Hirsch written account,,Written account of a Pepperdine alumna who hosted two current students at her apartment during the Woolsey Fire.,2019-04-18,Los Angeles,fires; evacuations; students; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Hirsch, Emily",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00348,371,Baker written account,,Initial discussion of Pepperdine School of Law's Disaster Relief Clinic and public note shared on facebook regarding the preparations to launch the clinic.,2019-04-03,,fires; law schools; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Baker, Jeff",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00349,372,Sol,,Poem written after the Woolsey Fire.,2018-11-25,,poems; fires,University Archives; Malibu Historical Collection,"Barton, Sara",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00351,373,Josh Jones Woolsey Fire Story,,Text from an article written by North Kern News recounting Pepperdine student Josh Jones' experience coping with the Borderline shooting and deciding to shelter-in-place at Pepperdine during the Woolsey Fire.,2019-11-23,Firestone Fieldhouse; Payson Library;,fires; students; evacuations; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Sharp, Sharon",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00354,374,Alexander written account,,Pepperdine student's account of the stress and strength of relationships during and after the Woolsey Fire.,2019-04-19,,fires; evacuations; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Alexander, Chanse Henderson",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00346,375,Belong written account,,"Written account of a Pepperdine graduate student's experience during and in the aftermath of the Woolsey Fire. The student evacuated her home to shelter-in-place at Pepperdine, ultimately losing her home.",2019-02-08,Malibu,fires; evacuations; houses; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Belong, Brooke",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00347,376,Fire,,Poem about the Woolsey Fire.,2019-04-01,,poems; fires; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection,"Collodel, Deborah",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00345,377,Pettersen written account,,Written account documenting a Pepperdine employee's evacuation to a hotel with several pets and a daughter recovering from surgery. Author reflects on feelings of gratitude and loss in the months following the fire.,2019-02-08,Malibu,fires; evacuations; Malibu (Calif.); Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Pettersen, Dawn",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00350,378,Strange Witnesses,,Poem writen after the Woolsey Fire.,2018-11-25,,poems; fires; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection,"Barton, Sara",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00355,379,Powers written account,,Written note on the comfort brought by a Biblical verse in the wake of the Woolsey Fire.,2019-04-22,,fires; Bible stories;,University Archives; Malibu Historical Collection,"Powers, Anelise",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00357,380,Williamson written account,,A Pepperdine alumna reflects on hiking to the cross days before the Woolsey Fire.,2019-05-07,Mountains above Pepperdine,crosses; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Williamson, Kaitlyn",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
wfmp00342,381,Carlsen written account,,Written account of a Pepperdine faculty member's experience evacuating from his on campus home to shelter-in-place with his family.,2019-02-08,Pendleton Learning Center,evacuations; Pepperdine University; wildfires,University Archives; Malibu Historical Collection,"Carlsen, George",,Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,application/pdf
